id,Réseau Social,Class,Commentaire client
1176,Facebook,5,ولحل كيفاه
1177,Facebook,5,هل مودام متوفر في وكالة او مجرد ترويج
1178,Facebook,5,جبتو لمدام او مزااااااال
1179,Facebook,5,هل ممكن نغير المودام اللي عندي لمودام جديد يقبل انترنت 500 ميغا؟؟؟
1180,Facebook,5,هل يمكنني أن أغير اشتراكي الى اشتراك 500 دج
1181,Facebook,5,المودام فيه الشريحة
1182,Instagram,5,ما فائدة العرض و modems غير متوفر !?
1183,Facebook,5,عندي استفسار حبيت نعرف سرعة التدفق لي كاينة في خدمة الفيبر مع التسعيرات
1184,Facebook,5,عندي إيدوم lte نقدر نغيرها الى الياف بصرية la fiber
1185,Facebook,5,كيفاه ندير
1186,Facebook,5,متى يرى النهار في تزويد بالألياف البصرية 
1187,Idoom Market ,5,كم سعر لنتيل مدام
1188,Facebook,5,Algérie Télécom - إتصالات الجزائر لقد تم اليوم تنصيب الخيمة في الحي و لم اتمكن من الوصول لتقديم الطلب فهل لدي حل اخر ليوم الغد اين يمكن ان اضعه في الموقع الالكتروني رقمك لا يملك الاهلية ؟
1189,Facebook,5,مكاش عروض خاصة لهذه الفئة؟
1190,Instagram,5,كيفاش ندير هاد العرض ؟؟. نقدر نديرو أونلين ولا بكاش سيت
1191,Facebook,5,هل من توضيح حول bonus
1192,Facebook,5,وال 4 جي لماذا مستثناة؟؟؟؟؟؟؟؟؟
1193,Instagram,5,كفاش اونلاين
1194,Facebook,6,رانا في ثلاث اشهر جيبونا تقنيين لعمارة 4 حي 1299 مسكن بابا علي قالك نتاع بئر توتة ماعرفناش مشكل وحطو كفاءات في تلك مصلحة
1195,Facebook,6,عرض 20 ميجا نحيوه مدام مش قادرين تعطيونا حقنا لاه نسلك 220 وتلحقني غير 10 ميجا
1196,Facebook,6,نقص في أجهزة المودام الجيل الأخير في بجاية وكالة القصر
1197,Facebook,6,اكتشفنا و ننتظر تكتشفوا انكم حرمتمونا من الاستفادة و خليتونا حاصلين في الاسلاك الشائكة
1198,Facebook,6,Cortex Sofiane شركة ماعندها حتى مصداقية انا 20 ميجا تلحقني 10
1199,Facebook,6,مودام 4g غير متوفر .
1200,Facebook,6,كنت راح نشري مودم 4g حبستوني راني نستنى
1201,Facebook,6,جيبولنا لمودام zte
1202,Facebook,6,شركتكم أصبحت تهتم فقط بمشتركي Fibre !!!
1203,Facebook,6,مودام فيبر غير متوفر على مستوى وكالة أم البواقي
1204,Facebook,6,عن أي جديد تتكلم وأنا أعاني منذ مدة من نقص كبير في التدفق من 20 مقا تصلني بين 3 مقا الي 6 مقا في بعض الاحيان مع تقطعات مملة رغم الشكاوي العديد لي مصلحتكم علي الرقم 100 للأسف ولا يوجد أي تدخل و هذا الشهر الثاني و أنا أعاني
1205,Instagram,6,Adsl . Help help
1206,Instagram,6,كرهت وانا نسنا ف adsl هاشوفو فينا اسيدي
1207,Facebook,6,اعطونا غي حقنا نخلصو 500 ميغا توصلك 360 ميغا
1208,Facebook,6,4g lte معاناة وعذاب 
1209,Facebook,6,لماذا التغيير في الرقم بدون تغيير سرعة التدفق هل من أجل الإشهار وفقط انا غير من 50 ميغا إلا 200 ميغا نظريا تغيرت وفي الواقع بقت قياس أقل من 50 ميغا 
1210,Facebook,6,تفكرونا جماعة النحاس رانا مازال نستنو 
1211,Facebook,6,اطلقو النات لدارنا راهم رايحين يبلوكيوني قالولي ماعدش تعيط 
1212,Facebook,6,لا أريد منكن أي شيء سوى تحسنوا لنا التدفق يا خويا راني نخلص 20 ميقا أعطوهالي بدون تقطعات فقط . 
1213,Facebook,6,إتصالات الجزائر و تستمر المعانات  شكرا إتصالات الجزائر على بطئ الإنترنت إنها حقا مدهلة ADSL أسرع من السلحفاة بقليل وهدا تقدم ملحوض بنسبت لي   اتمنى ان نحصل على الفيبروبتيك في حيينا إنها موجودة لكن غير موجودة هي معادلة بسيطة تدركها إتصالات الجزائر و تستمر المعانات   تحية كبيرة لإتصالات الجزائر الماهرة في التسويق فكلما أقسمت أني لن أشحن مرة أخرى أجد نفسي داهبا بلا إرادة إلى الوكالة التجارية لإعادة الشحن و دفع فتورة الثابث  حقا إنكم اباطرة الماركوتيغ 
1214,Facebook,6,انطلاق السلحفاة من جديد بخطوات ابطى والله العظيم نخلص في 200 الف شهريا و النت بطيء 
1215,Facebook,6,Kamel Usm Annaba حنا بالألياف البصرية و قريب تروح ضعيفة بزاف
1216,Facebook,6,لا يوجد اجهزة المودام ما هوا السبب لقد طال الإنتظار
1217,Facebook,6,تم التوصيل لباب الدار.لكن هذي شهور وحنا نستناو في المودام.عملية تجارية بحثة المستفيد اتصالات الجزائر.إذالماذا كل هذا الإنتظار.
1218,Facebook,6,جيبو المودام الخاص بالالياف البصرية وممبعد ساهل الحال رانا في عام ومكانش 
1219,Facebook,6,نحن مازلنا ننتظر تتحل حكاية لي مودام لي مكانش 
1220,Facebook,6,حي لبشاش في ولاية بسكرة منذ عامين وحنى نستناو في المودام إنتاع الفيبر لحد الآن لا جديد يذكر للعلم ماعندناش الأنترنات لقديمة وشكرا 
1221,Facebook,6,ردونا الكونيكسيون القديمة و خلونا من الفيبر... رانا ثلاث اشهر هكاك 
1222,Facebook,6,اين هم اجهزة المودام لفد طال الإنتظار 
1223,Facebook,6,جيبولنا لي مودام برك تع الفيبر لا عروض لا والو 
1224,Facebook,6,جيبولنا المودام لي ماكانش 
1225,Facebook,6,اسعاركم مرتفعة 
1226,Facebook,6,مامصير 4G في المناطق النائية وعدة شكاوي مجاوبتنيش عليها ولا شفتكم جيتو جيهتنا 
1227,Facebook,6,عدم الرد على شكوى في الموقع الخاص بكم تقطعات في الانترنت و البينك عالي كرهنا والله
1228,Facebook,6,رانا نستناو 
1229,Facebook,6,اتصلات الجزائر ربي يهديكم ديرولي الحال راه عندي مشكل هاتف فاكس ماعطل درنجمو شوفولي الحال نهار يصنعوها تعاود تحبس ضرك نقعد غير معاكم ولا كيفاه 
1230,Facebook,6,مودام فيبر مكانش في ولاية الجلفة 
1231,Facebook,6,جيبونا مودام 
1232,Facebook,6,ريقلونا 4g عيب عليكم 
1233,Facebook,6,كي تقولي نكثف جهودنا رانا غير على بضع امتار من اللذين عندهم لافيبر حنا مازلنا بالadsl وفيها تقطعات و تدفق ضعيف جدا نخلص 20 ميڨا اوتلحقلي 2.9 ميڨا.
1234,Facebook,6,نريد حجم التدفق الفعلي الذي ندفع ثمن إشتراكه و بس
1235,Facebook,6,واش من جديد أعطونا حقنا في كونكسيو فقط مناش حابين زيادة راهي تروح بي أربعة أيام وين حقنا في ليام لي تروح
1236,Facebook,6,واش من جديد راكم تهدر عليه حنا في اولاديعيش راني في 5 شهور بدون انترنت اوركم تهدر تبهديل كبيرة شركة واحدة لي فيها مشكل كبار ديرونا حل هد مكان
1237,Facebook,6,لا يوجد مودام الفيبر منذ اكثر من ستة اشهر اين هو الجديد؟؟؟؟؟؟
1238,Facebook,6,مشكلة عدم توفر المودام
1239,Facebook,6,المودام مكانش رانا في 8 أشهر مخلصين و ماكان والو
1240,Facebook,6,واش هو الجديد نحنا اشتراك تاع 300 ميغا و 500 ميغا مدرتولنا والوا
1241,Facebook,6,نريد الفايبر من فضلكم قتلتلنا adsl بالانقطاعات
1242,Facebook,6,واش من جديد يا اتصالاتنا طلبات درناها على مستوى الحي في 25 اوت رانا في الشهر ال4 في انتظار التوصيل الى منازل الحي . والا حابين تعرفو وين بالضبط نقلك . رانا في العاصمة
1243,Facebook,6,راكم طولتو
1244,Facebook,6,عادلي اكثر من شهرين كي حطيت طلب ومكاين والو
1245,Facebook,6,الجديد اخدمولي الانترنت تاعي راهي من جويلية وهي حابسة
1246,Facebook,6,dommage on n'a pas de fibre
1247,Facebook,6,راني نتقدم الى المؤسسة بدائرة القرارة ولاية غرداية ولكن بدون تقديم الخدمة بحجة أن سكناتنا الوظيفية بمؤسسة متقن القرارة لا تتوفر على الربط بالفايبر ؟ والسكنات البعيد هنا تم ربطها في الصيف آلفارط ؟
1248,Facebook,6,مشكل معندهاش اهلية نتع فيبر وقتا تبدلونا من أديسال لفيبر
1249,Facebook,6,يتل وصلولنا الخيط ومبعدو ساهل
1250,Facebook,6,معليش تدخلونا لفيبر خلي نشتركو
1251,Facebook,6,Je paye pour 20 mega et voilà ce que je reçois mon débit est 69 kbps
1252,Facebook,6,عندي مشكل درت خط جديد عطوني شهر الاول مجاني ولما رحت نخلص الشهر ثاني مع العلم طلبت 20 ميغا وأنا وحدي في منزل مانصحقش اكثر ولما رحت نخلص قاتلي عندك تاع 200 ميغا وأنا هذا هو شهر الاول لي راح نخلص ماطلبتش 200 ميغا قاتلي ما عندي ما نديرلك عاملة تاع وكالة عين البنيان 
1253,Facebook,6,El Moattaz Rechach عندي 300 ميغا هههه نخدم ب 35
1254,Facebook,6,ياو جيبولنا الفيبر برك و في بلاصة 500 دج نمدولكم نحن 5000 دج
1255,Facebook,6,Algérie Télécom - إتصالات الجزائر السلام عليكم من فضلك عندي تدفق ماءتين /200/ لكن عند عملية معرفة سرعة التدفق عمرها ماكانت فوق خمسين
1256,Facebook,6,واش الفايدة تدفق 500 mn والمودم حدو 50
1257,Facebook,6,تبقى كل شهر تسلك 50ألف ولا غير شهر برك
1258,Facebook,6,Il faudrait d'abord revoir vôtre débit qui est aussi débile en fibres optiques soit disant.... Béjaïa le nouveau pôle la connexion est très obselete
1259,Facebook,6,Offre Fibre optique 100Mbps tu recois 70 au max Usto Oran
1260,Facebook,6,السلام، مشكلتي أني لم اتلقى أكثر من 30 ميغا في حين أني مشترك بتدفق 500 ميغا.
1261,Facebook,6,عندي la fibre منذ تقريبا عام نخلص 2000da السرعة ما تفوتش 20 ميغا ماعلاباليش ننجم نطلع السرعة
1262,Facebook,6,الصيانة مجانية ولا بدراهم سينياليت مشكل قالولي اشرينا كابل يدير 2500 دينار جزائري مع العلم تم تزويدي بلخدمة 15 يوم فقط هل هاذا قانوني والخيط لا يعمل 😎
1263,Facebook,6,خمس شكاوي على الانترنت لا حياة لمن تنادي عندي خمسة ايام خمس مرات اذهب للوكالات جيراني عندهم وانا مكانش والمشكل مخلص 3 اشهر مسبق كرهنا
1264,Facebook,6,Algérie Télécom - إتصالات الجزائر المدام فيبر اول اشتراك معكم قمنا بدفع 4560 ولكن مدام الان لا يستطيع تحمل سرعة 100 ميقا
1265,Facebook,6,ديبي ناقص مع مودام اتصالات الجزائر ليس حسب العقد
1266,Facebook,6,للمرة الالف ريقلولنا المودام الانترنت ضعيفة جدا جدا
1267,Facebook,6,نعيط 1500 باه نشارجي لكارت تقولي الخدمة غير متاحة
1268,Facebook,6,راني في عام نخلص عبر بريدي موب معطاوني حتى bonus
1269,Facebook,6,مدة وانا نستخدم الدفع الالكتروني لم استفد من اي bonus لي راكم تحكوا عليه
